pattern,agent_id,agent,day,shift_id,start,end,paid_hours,on_phone_intervals,break_intervals,overnight
continuous_247,44,AGT-045,Fri,Fri_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,53,AGT-054,Fri,Fri_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,79,AGT-080,Fri,Fri_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,84,AGT-085,Fri,Fri_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,89,AGT-090,Fri,Fri_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,104,AGT-105,Fri,Fri_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,105,AGT-106,Fri,Fri_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,126,AGT-127,Fri,Fri_PT4_0900,09:00,13:00,4.0,15,1,False
continuous_247,132,AGT-133,Fri,Fri_PT4_0900,09:00,13:00,4.0,15,1,False
continuous_247,134,AGT-135,Fri,Fri_PT4_0900,09:00,13:00,4.0,15,1,False
continuous_247,148,AGT-149,Fri,Fri_PT6_0900,09:00,15:30,6.0,22,4,False
continuous_247,4,AGT-005,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,15,AGT-016,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,16,AGT-017,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,23,AGT-024,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,25,AGT-026,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,35,AGT-036,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,40,AGT-041,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,70,AGT-071,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,75,AGT-076,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,86,AGT-087,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,93,AGT-094,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,98,AGT-099,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,111,AGT-112,Fri,Fri_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,136,AGT-137,Fri,Fri_PT6_1100,11:00,17:30,6.0,22,4,False
continuous_247,7,AGT-008,Fri,Fri_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,9,AGT-010,Fri,Fri_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,12,AGT-013,Fri,Fri_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,32,AGT-033,Fri,Fri_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,45,AGT-046,Fri,Fri_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,74,AGT-075,Fri,Fri_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,96,AGT-097,Fri,Fri_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,100,AGT-101,Fri,Fri_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,38,AGT-039,Fri,Fri_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,41,AGT-042,Fri,Fri_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,50,AGT-051,Fri,Fri_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,54,AGT-055,Fri,Fri_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,59,AGT-060,Fri,Fri_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,80,AGT-081,Fri,Fri_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,83,AGT-084,Fri,Fri_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,85,AGT-086,Fri,Fri_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,91,AGT-092,Fri,Fri_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,99,AGT-100,Fri,Fri_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,106,AGT-107,Fri,Fri_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,124,AGT-125,Fri,Fri_PT6_1500,15:00,21:30,6.0,22,4,False
continuous_247,52,AGT-053,Fri,Fri_FT8_1700,17:00,01:30,8.0,30,4,False
continuous_247,78,AGT-079,Fri,Fri_FT8_1900,19:00,03:30,8.0,30,4,False
continuous_247,88,AGT-089,Fri,Fri_FT8_1900,19:00,03:30,8.0,30,4,False
continuous_247,58,AGT-059,Fri,Fri_FT8_2100,21:00,05:30,8.0,30,4,False
continuous_247,97,AGT-098,Fri,Fri_FT8_2100,21:00,05:30,8.0,30,4,False
continuous_247,42,AGT-043,Mon,Mon_FT8_0000,00:00,08:30,8.0,30,4,True
continuous_247,44,AGT-045,Mon,Mon_FT8_0000,00:00,08:30,8.0,30,4,True
continuous_247,55,AGT-056,Mon,Mon_FT8_0000,00:00,08:30,8.0,30,4,True
continuous_247,99,AGT-100,Mon,Mon_FT8_0000,00:00,08:30,8.0,30,4,True
continuous_247,0,AGT-001,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,10,AGT-011,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,24,AGT-025,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,52,AGT-053,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,54,AGT-055,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,59,AGT-060,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,60,AGT-061,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,65,AGT-066,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,74,AGT-075,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,76,AGT-077,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,84,AGT-085,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,88,AGT-089,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,91,AGT-092,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,97,AGT-098,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,101,AGT-102,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,103,AGT-104,Mon,Mon_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,13,AGT-014,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,17,AGT-018,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,22,AGT-023,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,25,AGT-026,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,41,AGT-042,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,47,AGT-048,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,48,AGT-049,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,62,AGT-063,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,67,AGT-068,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,68,AGT-069,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,73,AGT-074,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,90,AGT-091,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,98,AGT-099,Mon,Mon_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,115,AGT-116,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,117,AGT-118,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,123,AGT-124,Mon,Mon_PT4_0700,07:00,11:00,4.0,15,1,False
continuous_247,124,AGT-125,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,125,AGT-126,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,128,AGT-129,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,132,AGT-133,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,133,AGT-134,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,135,AGT-136,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,137,AGT-138,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,140,AGT-141,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,142,AGT-143,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,144,AGT-145,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,145,AGT-146,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,146,AGT-147,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,147,AGT-148,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,148,AGT-149,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,149,AGT-150,Mon,Mon_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,1,AGT-002,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,6,AGT-007,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,15,AGT-016,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,20,AGT-021,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,28,AGT-029,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,33,AGT-034,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,37,AGT-038,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,43,AGT-044,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,71,AGT-072,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,75,AGT-076,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,78,AGT-079,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,85,AGT-086,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,100,AGT-101,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,104,AGT-105,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,105,AGT-106,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,119,AGT-120,Mon,Mon_PT6_0900,09:00,15:30,6.0,22,4,False
continuous_247,120,AGT-121,Mon,Mon_PT4_0900,09:00,13:00,4.0,15,1,False
continuous_247,122,AGT-123,Mon,Mon_PT4_0900,09:00,13:00,4.0,15,1,False
continuous_247,130,AGT-131,Mon,Mon_PT4_0900,09:00,13:00,4.0,15,1,False
continuous_247,136,AGT-137,Mon,Mon_PT6_0900,09:00,15:30,6.0,22,4,False
continuous_247,138,AGT-139,Mon,Mon_PT4_0900,09:00,13:00,4.0,15,1,False
continuous_247,14,AGT-015,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,16,AGT-017,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,26,AGT-027,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,34,AGT-035,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,45,AGT-046,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,50,AGT-051,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,64,AGT-065,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,66,AGT-067,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,69,AGT-070,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,77,AGT-078,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,82,AGT-083,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,83,AGT-084,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,95,AGT-096,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,109,AGT-110,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,110,AGT-111,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,127,AGT-128,Mon,Mon_PT6_1100,11:00,17:30,6.0,22,4,False
continuous_247,4,AGT-005,Mon,Mon_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,21,AGT-022,Mon,Mon_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,27,AGT-028,Mon,Mon_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,38,AGT-039,Mon,Mon_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,40,AGT-041,Mon,Mon_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,56,AGT-057,Mon,Mon_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,57,AGT-058,Mon,Mon_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,79,AGT-080,Mon,Mon_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,81,AGT-082,Mon,Mon_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,102,AGT-103,Mon,Mon_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,118,AGT-119,Mon,Mon_PT6_1300,13:00,19:30,6.0,22,4,False
continuous_247,131,AGT-132,Mon,Mon_PT6_1300,13:00,19:30,6.0,22,4,False
continuous_247,18,AGT-019,Mon,Mon_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,23,AGT-024,Mon,Mon_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,29,AGT-030,Mon,Mon_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,39,AGT-040,Mon,Mon_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,87,AGT-088,Mon,Mon_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,96,AGT-097,Mon,Mon_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,106,AGT-107,Mon,Mon_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,108,AGT-109,Mon,Mon_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,134,AGT-135,Mon,Mon_PT4_1500,15:00,19:00,4.0,15,1,False
continuous_247,49,AGT-050,Mon,Mon_FT8_1900,19:00,03:30,8.0,30,4,False
continuous_247,89,AGT-090,Mon,Mon_FT8_1900,19:00,03:30,8.0,30,4,False
continuous_247,31,AGT-032,Mon,Mon_FT8_2100,21:00,05:30,8.0,30,4,False
continuous_247,61,AGT-062,Mon,Mon_FT8_2100,21:00,05:30,8.0,30,4,False
continuous_247,22,AGT-023,Sat,Sat_FT8_0000,00:00,08:30,8.0,30,4,True
continuous_247,24,AGT-025,Sat,Sat_FT8_0000,00:00,08:30,8.0,30,4,True
continuous_247,42,AGT-043,Sat,Sat_FT8_0000,00:00,08:30,8.0,30,4,True
continuous_247,72,AGT-073,Sat,Sat_FT8_0000,00:00,08:30,8.0,30,4,True
continuous_247,1,AGT-002,Sat,Sat_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,5,AGT-006,Sat,Sat_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,28,AGT-029,Sat,Sat_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,49,AGT-050,Sat,Sat_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,55,AGT-056,Sat,Sat_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,61,AGT-062,Sat,Sat_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,62,AGT-063,Sat,Sat_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,63,AGT-064,Sat,Sat_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,79,AGT-080,Sat,Sat_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,89,AGT-090,Sat,Sat_FT8_0400,04:00,12:30,8.0,30,4,True
continuous_247,2,AGT-003,Sat,Sat_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,17,AGT-018,Sat,Sat_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,29,AGT-030,Sat,Sat_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,36,AGT-037,Sat,Sat_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,51,AGT-052,Sat,Sat_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,77,AGT-078,Sat,Sat_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,92,AGT-093,Sat,Sat_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,103,AGT-104,Sat,Sat_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,109,AGT-110,Sat,Sat_FT8_0700,07:00,15:30,8.0,30,4,False
continuous_247,115,AGT-116,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,116,AGT-117,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,117,AGT-118,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,118,AGT-119,Sat,Sat_PT4_0700,07:00,11:00,4.0,15,1,False
continuous_247,120,AGT-121,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,122,AGT-123,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,125,AGT-126,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,126,AGT-127,Sat,Sat_PT4_0700,07:00,11:00,4.0,15,1,False
continuous_247,128,AGT-129,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,132,AGT-133,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,137,AGT-138,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,139,AGT-140,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,142,AGT-143,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,147,AGT-148,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,148,AGT-149,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
continuous_247,3,AGT-004,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,13,AGT-014,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,21,AGT-022,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,27,AGT-028,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,32,AGT-033,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,46,AGT-047,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,48,AGT-049,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,69,AGT-070,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,74,AGT-075,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,84,AGT-085,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,86,AGT-087,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,112,AGT-113,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
continuous_247,140,AGT-141,Sat,Sat_PT4_0900,09:00,13:00,4.0,15,1,False
continuous_247,146,AGT-147,Sat,Sat_PT4_0900,09:00,13:00,4.0,15,1,False
continuous_247,7,AGT-008,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,12,AGT-013,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,33,AGT-034,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,47,AGT-048,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,50,AGT-051,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,59,AGT-060,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,60,AGT-061,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,71,AGT-072,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,75,AGT-076,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,81,AGT-082,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,99,AGT-100,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,107,AGT-108,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,110,AGT-111,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
continuous_247,123,AGT-124,Sat,Sat_PT6_1100,11:00,17:30,6.0,22,4,False
continuous_247,23,AGT-024,Sat,Sat_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,43,AGT-044,Sat,Sat_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,54,AGT-055,Sat,Sat_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,65,AGT-066,Sat,Sat_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,96,AGT-097,Sat,Sat_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,104,AGT-105,Sat,Sat_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,111,AGT-112,Sat,Sat_FT8_1300,13:00,21:30,8.0,30,4,False
continuous_247,145,AGT-146,Sat,Sat_PT6_1300,13:00,19:30,6.0,22,4,False
continuous_247,0,AGT-001,Sat,Sat_FT8_1500,15:00,23:30,8.0,30,4,False
continuous_247,8,AGT-009,Sat,Sat_FT8_1500,15:00,23:30,8.0,30,4,False
