pattern,agent_id,agent,day,shift_id,start,end,paid_hours,on_phone_intervals,break_intervals,overnight
seven_day_extended,26,AGT-027,Mon,Mon_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,33,AGT-034,Mon,Mon_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,47,AGT-048,Mon,Mon_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,51,AGT-052,Mon,Mon_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,55,AGT-056,Mon,Mon_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,67,AGT-068,Mon,Mon_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,69,AGT-070,Mon,Mon_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,16,AGT-017,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,25,AGT-026,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,38,AGT-039,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,45,AGT-046,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,68,AGT-069,Mon,Mon_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,76,AGT-077,Mon,Mon_PT6_0900,09:00,15:30,6.0,22,4,False
seven_day_extended,80,AGT-081,Mon,Mon_PT6_0900,09:00,15:30,6.0,22,4,False
seven_day_extended,97,AGT-098,Mon,Mon_PT6_0900,09:00,15:30,6.0,22,4,False
seven_day_extended,20,AGT-021,Mon,Mon_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,28,AGT-029,Mon,Mon_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,39,AGT-040,Mon,Mon_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,41,AGT-042,Mon,Mon_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,44,AGT-045,Mon,Mon_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,63,AGT-064,Mon,Mon_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,92,AGT-093,Mon,Mon_PT4_0930,09:30,13:30,4.0,15,1,False
seven_day_extended,98,AGT-099,Mon,Mon_PT4_0930,09:30,13:30,4.0,15,1,False
seven_day_extended,9,AGT-010,Mon,Mon_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,13,AGT-014,Mon,Mon_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,19,AGT-020,Mon,Mon_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,29,AGT-030,Mon,Mon_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,31,AGT-032,Mon,Mon_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,35,AGT-036,Mon,Mon_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,79,AGT-080,Mon,Mon_PT4_1000,10:00,14:00,4.0,15,1,False
seven_day_extended,27,AGT-028,Mon,Mon_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,48,AGT-049,Mon,Mon_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,60,AGT-061,Mon,Mon_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,66,AGT-067,Mon,Mon_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,50,AGT-051,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,52,AGT-053,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,64,AGT-065,Mon,Mon_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,46,AGT-047,Mon,Mon_FT8_1130,11:30,20:00,8.0,30,4,False
seven_day_extended,53,AGT-054,Mon,Mon_FT8_1130,11:30,20:00,8.0,30,4,False
seven_day_extended,49,AGT-050,Mon,Mon_FT8_1200,12:00,20:30,8.0,30,4,False
seven_day_extended,18,AGT-019,Mon,Mon_FT8_1230,12:30,21:00,8.0,30,4,False
seven_day_extended,36,AGT-037,Mon,Mon_FT8_1230,12:30,21:00,8.0,30,4,False
seven_day_extended,22,AGT-023,Mon,Mon_FT8_1330,13:30,22:00,8.0,30,4,False
seven_day_extended,75,AGT-076,Mon,Mon_PT6_1430,14:30,21:00,6.0,22,4,False
seven_day_extended,81,AGT-082,Mon,Mon_PT6_1530,15:30,22:00,6.0,22,4,False
seven_day_extended,39,AGT-040,Sat,Sat_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,48,AGT-049,Sat,Sat_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,81,AGT-082,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,86,AGT-087,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,87,AGT-088,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,90,AGT-091,Sat,Sat_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,30,AGT-031,Sat,Sat_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,50,AGT-051,Sat,Sat_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,65,AGT-066,Sat,Sat_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,70,AGT-071,Sat,Sat_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,58,AGT-059,Sat,Sat_FT8_0800,08:00,16:30,8.0,30,4,False
seven_day_extended,8,AGT-009,Sat,Sat_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,18,AGT-019,Sat,Sat_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,21,AGT-022,Sat,Sat_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,23,AGT-024,Sat,Sat_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,59,AGT-060,Sat,Sat_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,95,AGT-096,Sat,Sat_PT6_0830,08:30,15:00,6.0,22,4,False
seven_day_extended,33,AGT-034,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,55,AGT-056,Sat,Sat_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,24,AGT-025,Sat,Sat_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,51,AGT-052,Sat,Sat_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,7,AGT-008,Sat,Sat_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,46,AGT-047,Sat,Sat_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,61,AGT-062,Sat,Sat_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,41,AGT-042,Sat,Sat_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,14,AGT-015,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,43,AGT-044,Sat,Sat_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,64,AGT-065,Sat,Sat_FT8_1330,13:30,22:00,8.0,30,4,False
seven_day_extended,98,AGT-099,Sat,Sat_PT6_1530,15:30,22:00,6.0,22,4,False
seven_day_extended,75,AGT-076,Sat,Sat_PT4_1700,17:00,21:00,4.0,15,1,False
seven_day_extended,84,AGT-085,Sat,Sat_PT4_1730,17:30,21:30,4.0,15,1,False
seven_day_extended,0,AGT-001,Sun,Sun_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,30,AGT-031,Sun,Sun_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,32,AGT-033,Sun,Sun_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,86,AGT-087,Sun,Sun_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,87,AGT-088,Sun,Sun_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,89,AGT-090,Sun,Sun_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,90,AGT-091,Sun,Sun_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,2,AGT-003,Sun,Sun_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,49,AGT-050,Sun,Sun_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,72,AGT-073,Sun,Sun_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,80,AGT-081,Sun,Sun_PT6_0730,07:30,14:00,6.0,22,4,False
seven_day_extended,39,AGT-040,Sun,Sun_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,53,AGT-054,Sun,Sun_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,60,AGT-061,Sun,Sun_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,69,AGT-070,Sun,Sun_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,38,AGT-039,Sun,Sun_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,71,AGT-072,Sun,Sun_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,44,AGT-045,Sun,Sun_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,59,AGT-060,Sun,Sun_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,27,AGT-028,Sun,Sun_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,62,AGT-063,Sun,Sun_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,19,AGT-020,Sun,Sun_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,15,AGT-016,Sun,Sun_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,6,AGT-007,Sun,Sun_FT8_1130,11:30,20:00,8.0,30,4,False
seven_day_extended,65,AGT-066,Sun,Sun_FT8_1200,12:00,20:30,8.0,30,4,False
seven_day_extended,16,AGT-017,Sun,Sun_FT8_1230,12:30,21:00,8.0,30,4,False
seven_day_extended,93,AGT-094,Sun,Sun_PT6_1430,14:30,21:00,6.0,22,4,False
seven_day_extended,74,AGT-075,Sun,Sun_PT6_1500,15:00,21:30,6.0,22,4,False
seven_day_extended,0,AGT-001,Thu,Thu_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,18,AGT-019,Thu,Thu_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,31,AGT-032,Thu,Thu_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,54,AGT-055,Thu,Thu_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,58,AGT-059,Thu,Thu_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,59,AGT-060,Thu,Thu_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,62,AGT-063,Thu,Thu_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,76,AGT-077,Thu,Thu_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,85,AGT-086,Thu,Thu_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,91,AGT-092,Thu,Thu_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,92,AGT-093,Thu,Thu_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,95,AGT-096,Thu,Thu_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,7,AGT-008,Thu,Thu_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,19,AGT-020,Thu,Thu_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,20,AGT-021,Thu,Thu_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,21,AGT-022,Thu,Thu_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,29,AGT-030,Thu,Thu_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,55,AGT-056,Thu,Thu_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,68,AGT-069,Thu,Thu_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,71,AGT-072,Thu,Thu_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,23,AGT-024,Thu,Thu_FT8_0800,08:00,16:30,8.0,30,4,False
seven_day_extended,63,AGT-064,Thu,Thu_FT8_0800,08:00,16:30,8.0,30,4,False
seven_day_extended,72,AGT-073,Thu,Thu_FT8_0800,08:00,16:30,8.0,30,4,False
seven_day_extended,88,AGT-089,Thu,Thu_PT4_0800,08:00,12:00,4.0,15,1,False
seven_day_extended,5,AGT-006,Thu,Thu_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,8,AGT-009,Thu,Thu_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,9,AGT-010,Thu,Thu_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,32,AGT-033,Thu,Thu_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,38,AGT-039,Thu,Thu_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,52,AGT-053,Thu,Thu_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,57,AGT-058,Thu,Thu_FT8_0830,08:30,17:00,8.0,30,4,False
seven_day_extended,75,AGT-076,Thu,Thu_PT4_0830,08:30,12:30,4.0,15,1,False
seven_day_extended,1,AGT-002,Thu,Thu_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,17,AGT-018,Thu,Thu_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,22,AGT-023,Thu,Thu_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,37,AGT-038,Thu,Thu_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,64,AGT-065,Thu,Thu_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,66,AGT-067,Thu,Thu_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,69,AGT-070,Thu,Thu_FT8_0900,09:00,17:30,8.0,30,4,False
seven_day_extended,77,AGT-078,Thu,Thu_PT4_0900,09:00,13:00,4.0,15,1,False
seven_day_extended,13,AGT-014,Thu,Thu_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,26,AGT-027,Thu,Thu_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,34,AGT-035,Thu,Thu_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,47,AGT-048,Thu,Thu_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,67,AGT-068,Thu,Thu_FT8_0930,09:30,18:00,8.0,30,4,False
seven_day_extended,82,AGT-083,Thu,Thu_PT4_0930,09:30,13:30,4.0,15,1,False
seven_day_extended,96,AGT-097,Thu,Thu_PT4_0930,09:30,13:30,4.0,15,1,False
seven_day_extended,24,AGT-025,Thu,Thu_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,35,AGT-036,Thu,Thu_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,36,AGT-037,Thu,Thu_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,56,AGT-057,Thu,Thu_FT8_1000,10:00,18:30,8.0,30,4,False
seven_day_extended,83,AGT-084,Thu,Thu_PT4_1000,10:00,14:00,4.0,15,1,False
seven_day_extended,86,AGT-087,Thu,Thu_PT4_1000,10:00,14:00,4.0,15,1,False
seven_day_extended,90,AGT-091,Thu,Thu_PT4_1000,10:00,14:00,4.0,15,1,False
seven_day_extended,4,AGT-005,Thu,Thu_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,6,AGT-007,Thu,Thu_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,10,AGT-011,Thu,Thu_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,12,AGT-013,Thu,Thu_FT8_1030,10:30,19:00,8.0,30,4,False
seven_day_extended,16,AGT-017,Thu,Thu_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,44,AGT-045,Thu,Thu_FT8_1100,11:00,19:30,8.0,30,4,False
seven_day_extended,60,AGT-061,Thu,Thu_FT8_1130,11:30,20:00,8.0,30,4,False
seven_day_extended,45,AGT-046,Thu,Thu_FT8_1230,12:30,21:00,8.0,30,4,False
seven_day_extended,42,AGT-043,Thu,Thu_FT8_1300,13:00,21:30,8.0,30,4,False
seven_day_extended,41,AGT-042,Thu,Thu_FT8_1330,13:30,22:00,8.0,30,4,False
seven_day_extended,43,AGT-044,Thu,Thu_FT8_1330,13:30,22:00,8.0,30,4,False
seven_day_extended,87,AGT-088,Thu,Thu_PT6_1430,14:30,21:00,6.0,22,4,False
seven_day_extended,98,AGT-099,Thu,Thu_PT6_1530,15:30,22:00,6.0,22,4,False
seven_day_extended,99,AGT-100,Thu,Thu_PT6_1530,15:30,22:00,6.0,22,4,False
seven_day_extended,17,AGT-018,Tue,Tue_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,20,AGT-021,Tue,Tue_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,43,AGT-044,Tue,Tue_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,52,AGT-053,Tue,Tue_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,68,AGT-069,Tue,Tue_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,70,AGT-071,Tue,Tue_FT8_0700,07:00,15:30,8.0,30,4,False
seven_day_extended,73,AGT-074,Tue,Tue_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,76,AGT-077,Tue,Tue_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,77,AGT-078,Tue,Tue_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,83,AGT-084,Tue,Tue_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,92,AGT-093,Tue,Tue_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,94,AGT-095,Tue,Tue_PT6_0700,07:00,13:30,6.0,22,4,False
seven_day_extended,13,AGT-014,Tue,Tue_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,24,AGT-025,Tue,Tue_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,27,AGT-028,Tue,Tue_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,31,AGT-032,Tue,Tue_FT8_0730,07:30,16:00,8.0,30,4,False
seven_day_extended,49,AGT-050,Tue,Tue_FT8_0730,07:30,16:00,8.0,30,4,False
